# x, y, z, vx, vy, vz
-2.397104352712631226e-01,-5.836311727762222290e-03,1.767259061336517334e+00,-8.868053555488586426e-04,-9.111724793910980225e-04,3.127098083496093750e-03
-2.405972406268119812e-01,-6.747484207153320312e-03,1.770386159420013428e+00,-6.264150142669677734e-04,-6.105490028858184814e-04,2.866208553314208984e-03
-2.412236556410789490e-01,-7.358033210039138794e-03,1.773252367973327637e+00,-3.838166594505310059e-04,-3.565624356269836426e-04,2.605617046356201172e-03
-2.416074723005294800e-01,-7.714595645666122437e-03,1.775857985019683838e+00,-2.270266413688659668e-04,-1.632645726203918457e-04,2.356886863708496094e-03
-2.418344989418983459e-01,-7.877860218286514282e-03,1.778214871883392334e+00,-4.674494266510009766e-05,-7.832795381546020508e-05,2.191364765167236328e-03
-2.418812438845634460e-01,-7.956188172101974487e-03,1.780406236648559570e+00,1.005679368972778320e-04,8.586049079895019531e-05,1.958668231964111328e-03
-2.417806759476661682e-01,-7.870327681303024292e-03,1.782364904880523682e+00,1.546740531921386719e-04,1.591462641954421997e-04,1.757085323333740234e-03
-2.416260018944740295e-01,-7.711181417107582092e-03,1.784121990203857422e+00,2.159252762794494629e-04,1.851003617048263550e-04,1.571536064147949219e-03
-2.414100766181945801e-01,-7.526081055402755737e-03,1.785693526268005371e+00,2.411380410194396973e-04,2.079363912343978882e-04,1.414597034454345703e-03
-2.411689385771751404e-01,-7.318144664168357849e-03,1.787108123302459717e+00,2.517551183700561523e-04,2.146009355783462524e-04,1.250505447387695312e-03
-2.409171834588050842e-01,-7.103543728590011597e-03,1.788358628749847412e+00,2.652257680892944336e-04,1.973453909158706665e-04,1.068353652954101562e-03
-2.406519576907157898e-01,-6.906198337674140930e-03,1.789426982402801514e+00,2.461001276969909668e-04,2.086032181978225708e-04,9.365677833557128906e-04
-2.404058575630187988e-01,-6.697595119476318359e-03,1.790363550186157227e+00,1.920536160469055176e-04,1.678373664617538452e-04,7.359981536865234375e-04
-2.402138039469718933e-01,-6.529757753014564514e-03,1.791099548339843750e+00,1.945123076438903809e-04,1.249182969331741333e-04,6.479620933532714844e-04
-2.400192916393280029e-01,-6.404839456081390381e-03,1.791747510433197021e+00,1.543909311294555664e-04,9.641982614994049072e-05,5.018711090087890625e-04
-2.398649007081985474e-01,-6.308419629931449890e-03,1.792249381542205811e+00,1.292154192924499512e-04,7.900781929492950439e-05,3.715753555297851562e-04
-2.397356852889060974e-01,-6.229411810636520386e-03,1.792620956897735596e+00,1.082345843315124512e-04,4.522316157817840576e-05,2.800226211547851562e-04
-2.396274507045745850e-01,-6.184188649058341980e-03,1.792900979518890381e+00,6.599724292755126953e-05,2.185441553592681885e-05,1.977086067199707031e-04
-2.395614534616470337e-01,-6.162334233522415161e-03,1.793098688125610352e+00,6.484985351562500000e-05,4.850327968597412109e-06,1.114606857299804688e-04
-2.394966036081314087e-01,-6.157483905553817749e-03,1.793210148811340332e+00,-1.020729541778564453e-06,2.932548522949218750e-05,4.065036773681640625e-05
