# x, y, z, vx, vy, vz
2.068334259092807770e-02,2.898689806461334229e-01,1.722998321056365967e+00,-8.740071207284927368e-04,-5.272626876831054688e-03,9.719133377075195312e-04
1.980933547019958496e-02,2.845963537693023682e-01,1.723970234394073486e+00,-8.959565311670303345e-04,-5.061410367488861084e-03,1.533567905426025391e-03
1.891337893903255463e-02,2.795349434018135071e-01,1.725503802299499512e+00,-9.142700582742691040e-04,-4.867807030677795410e-03,1.984298229217529297e-03
1.799910888075828552e-02,2.746671363711357117e-01,1.727488100528717041e+00,-8.857343345880508423e-04,-4.656098783016204834e-03,2.360343933105468750e-03
1.711337454617023468e-02,2.700110375881195068e-01,1.729848444461822510e+00,-8.881725370883941650e-04,-4.412122070789337158e-03,2.654433250427246094e-03
1.622520200908184052e-02,2.655989155173301697e-01,1.732502877712249756e+00,-8.223652839660644531e-04,-4.214413464069366455e-03,2.879917621612548828e-03
1.540283672511577606e-02,2.613845020532608032e-01,1.735382795333862305e+00,-8.136238902807235718e-04,-3.933534026145935059e-03,3.029823303222656250e-03
1.458921283483505249e-02,2.574509680271148682e-01,1.738412618637084961e+00,-7.513966411352157593e-04,-3.684014081954956055e-03,3.128647804260253906e-03
1.383781619369983673e-02,2.537669539451599121e-01,1.741541266441345215e+00,-6.860569119453430176e-04,-3.428705036640167236e-03,3.195106983184814453e-03
1.315175928175449371e-02,2.503382489085197449e-01,1.744736373424530029e+00,-6.428901106119155884e-04,-3.186173737049102783e-03,3.231346607208251953e-03
1.250886917114257812e-02,2.471520751714706421e-01,1.747967720031738281e+00,-5.829390138387680054e-04,-2.913296222686767578e-03,3.237187862396240234e-03
1.192593015730381012e-02,2.442387789487838745e-01,1.751204907894134521e+00,-5.173124372959136963e-04,-2.640284597873687744e-03,3.204941749572753906e-03
1.140861772000789642e-02,2.415984943509101868e-01,1.754409849643707275e+00,-5.050152540206909180e-04,-2.348817884922027588e-03,3.171741962432861328e-03
1.090360246598720551e-02,2.392496764659881592e-01,1.757581591606140137e+00,-4.322715103626251221e-04,-2.081073820590972900e-03,3.137350082397460938e-03
1.047133095562458038e-02,2.371686026453971863e-01,1.760718941688537598e+00,-3.696270287036895752e-04,-1.810632646083831787e-03,3.081023693084716797e-03
1.010170392692089081e-02,2.353579699993133545e-01,1.763799965381622314e+00,-3.188103437423706055e-04,-1.553654670715332031e-03,2.995550632476806641e-03
9.782893583178520203e-03,2.338043153285980225e-01,1.766795516014099121e+00,-2.795215696096420288e-04,-1.307398080825805664e-03,2.917587757110595703e-03
9.503372013568878174e-03,2.324969172477722168e-01,1.769713103771209717e+00,-2.366304397583007812e-04,-1.047343015670776367e-03,2.829670906066894531e-03
9.266741573810577393e-03,2.314495742321014404e-01,1.772542774677276611e+00,-1.792199909687042236e-04,-8.427575230598449707e-04,2.712666988372802734e-03
9.087521582841873169e-03,2.306068167090415955e-01,1.775255441665649414e+00,-1.061391085386276245e-04,-6.705522537231445312e-04,2.574324607849121094e-03
8.981382474303245544e-03,2.299362644553184509e-01,1.777829766273498535e+00,-8.481554687023162842e-05,-5.076602101325988770e-04,2.399504184722900391e-03
8.896566927433013916e-03,2.294286042451858521e-01,1.780229270458221436e+00,-2.052634954452514648e-06,-3.836229443550109863e-04,2.214908599853515625e-03
8.894514292478561401e-03,2.290449813008308411e-01,1.782444179058074951e+00,3.461167216300964355e-05,-2.988055348396301270e-04,2.051949501037597656e-03
8.929125964641571045e-03,2.287461757659912109e-01,1.784496128559112549e+00,8.020922541618347168e-05,-2.224966883659362793e-04,1.822948455810546875e-03
9.009335190057754517e-03,2.285236790776252747e-01,1.786319077014923096e+00,1.261085271835327148e-04,-1.692622900009155273e-04,1.631915569305419922e-03
9.135443717241287231e-03,2.283544167876243591e-01,1.787950992584228516e+00,1.399107277393341064e-04,-1.328662037849426270e-04,1.403689384460449219e-03
9.275354444980621338e-03,2.282215505838394165e-01,1.789354681968688965e+00,1.852661371231079102e-04,-1.384392380714416504e-04,1.198709011077880859e-03
9.460620582103729248e-03,2.280831113457679749e-01,1.790553390979766846e+00,1.959241926670074463e-04,-1.241192221641540527e-04,9.884238243103027344e-04
9.656544774770736694e-03,2.279589921236038208e-01,1.791541814804077148e+00,1.974087208509445190e-04,-1.118853688240051270e-04,8.079409599304199219e-04
9.853953495621681213e-03,2.278471067547798157e-01,1.792349755764007568e+00,1.628436148166656494e-04,-1.091584563255310059e-04,6.231665611267089844e-04
1.001679711043834686e-02,2.277379482984542847e-01,1.792972922325134277e+00,1.776125282049179077e-04,-1.119449734687805176e-04,4.557371139526367188e-04
1.019440963864326477e-02,2.276260033249855042e-01,1.793428659439086914e+00,1.519620418548583984e-04,-1.013725996017456055e-04,3.142356872558593750e-04
1.034637168049812317e-02,2.275246307253837585e-01,1.793742895126342773e+00,1.286827027797698975e-04,-8.180737495422363281e-05,2.014636993408203125e-04
1.047505438327789307e-02,2.274428233504295349e-01,1.793944358825683594e+00,9.657442569732666016e-05,-7.034093141555786133e-05,7.182359695434570312e-05
