1.879579108208417892e-02,2.047652751207351685e-02,1.870548725128173828e-02
1.880874531343579292e-02,2.051259577274322510e-02,1.873826980590820312e-02
1.881625410169363022e-02,2.057076245546340942e-02,1.878076791763305664e-02
1.881101774051785469e-02,2.064731717109680176e-02,1.883083581924438477e-02
1.880588149651885033e-02,2.073653042316436768e-02,1.889979839324951172e-02
1.880223257467150688e-02,2.085541933774948120e-02,1.895970106124877930e-02
1.880057109519839287e-02,2.097972482442855835e-02,1.902246475219726562e-02
1.879970822483301163e-02,2.111142873764038086e-02,1.908463239669799805e-02
1.881365850567817688e-02,2.124191820621490479e-02,1.913982629776000977e-02
1.879704231396317482e-02,2.139135450124740601e-02,1.920419931411743164e-02
1.880693854764103889e-02,2.154748886823654175e-02,1.924693584442138672e-02
1.879156753420829773e-02,2.171052992343902588e-02,1.929795742034912109e-02
1.876958692446351051e-02,2.188070118427276611e-02,1.934260129928588867e-02
1.875715237110853195e-02,2.205599099397659302e-02,1.936990022659301758e-02
1.870306674391031265e-02,2.223751693964004517e-02,1.940923929214477539e-02
1.865364261902868748e-02,2.242194861173629761e-02,1.943588256835937500e-02
1.859504217281937599e-02,2.258778363466262817e-02,1.946061849594116211e-02
1.851067086681723595e-02,2.275017648935317993e-02,1.948499679565429688e-02
1.839793752878904343e-02,2.292186766862869263e-02,1.952242851257324219e-02
1.827925839461386204e-02,2.307856827974319458e-02,1.955389976501464844e-02
1.817799429409205914e-02,2.319289743900299072e-02,1.957672834396362305e-02
1.807068195194005966e-02,2.328797429800033569e-02,1.960122585296630859e-02
1.794344303198158741e-02,2.338333427906036377e-02,1.961898803710937500e-02
1.784111117012798786e-02,2.343901246786117554e-02,1.962983608245849609e-02
1.775709097273647785e-02,2.343510091304779053e-02,1.964640617370605469e-02
1.768928742967545986e-02,2.341118454933166504e-02,1.964497566223144531e-02
1.766206976026296616e-02,2.333824336528778076e-02,1.963388919830322266e-02
1.763570681214332581e-02,2.325476706027984619e-02,1.963019371032714844e-02
1.764100603759288788e-02,2.313926815986633301e-02,1.962393522262573242e-02
1.768658682703971863e-02,2.299988269805908203e-02,1.962047815322875977e-02
1.773430383764207363e-02,2.287139743566513062e-02,1.960480213165283203e-02
1.779979164712131023e-02,2.271686494350433350e-02,1.960593461990356445e-02
1.786478259600698948e-02,2.256944030523300171e-02,1.961839199066162109e-02
1.791804796084761620e-02,2.243896573781967163e-02,1.964217424392700195e-02
1.795316208153963089e-02,2.232292294502258301e-02,1.968508958816528320e-02
1.798463589511811733e-02,2.223019301891326904e-02,1.972770690917968750e-02
1.795937377028167248e-02,2.216598391532897949e-02,1.980948448181152344e-02
1.793996291235089302e-02,2.213627099990844727e-02,1.985347270965576172e-02
1.790668396279215813e-02,2.212594449520111084e-02,1.991218328475952148e-02
1.784094097092747688e-02,2.212943136692047119e-02,1.998203992843627930e-02
1.779971108771860600e-02,2.213071286678314209e-02,2.003651857376098633e-02
1.774803944863379002e-02,2.215819805860519409e-02,2.005732059478759766e-02
1.769801345653831959e-02,2.220662683248519897e-02,2.007597684860229492e-02
1.766529935412108898e-02,2.225761115550994873e-02,2.008485794067382812e-02
1.764950994402170181e-02,2.233223617076873779e-02,2.002775669097900391e-02
1.767611876130104065e-02,2.238051593303680420e-02,1.997250318527221680e-02
1.768696634098887444e-02,2.247003465890884399e-02,1.990079879760742188e-02
1.770047750324010849e-02,2.258268743753433228e-02,1.981300115585327148e-02
1.772004598751664162e-02,2.269916981458663940e-02,1.970493793487548828e-02
1.770746707916259766e-02,2.283884584903717041e-02,1.960861682891845703e-02
1.768259750679135323e-02,2.300198376178741455e-02,1.950919628143310547e-02
1.762804109603166580e-02,2.317321300506591797e-02,1.942867040634155273e-02
1.756172580644488335e-02,2.333826571702957153e-02,1.936370134353637695e-02
1.747728022746741772e-02,2.348978817462921143e-02,1.932114362716674805e-02
