1.961004734039306641e-02,2.365280967205762863e-02,1.935589313507080078e-02
1.961213350296020508e-02,2.362025529146194458e-02,1.936697959899902344e-02
1.962636411190032959e-02,2.355549717321991920e-02,1.938080787658691406e-02
1.964233815670013428e-02,2.349262032657861710e-02,1.939535140991210938e-02
1.966336369514465332e-02,2.341576432809233665e-02,1.940959692001342773e-02
1.969224214553833008e-02,2.332671638578176498e-02,1.942360401153564453e-02
1.973207294940948486e-02,2.322523016482591629e-02,1.943701505661010742e-02
1.975999772548675537e-02,2.312620496377348900e-02,1.944828033447265625e-02
1.981414854526519775e-02,2.301099896430969238e-02,1.944506168365478516e-02
1.987031847238540649e-02,2.289281226694583893e-02,1.944756507873535156e-02
1.992905884981155396e-02,2.277735341340303421e-02,1.944249868392944336e-02
1.998797804117202759e-02,2.266910811886191368e-02,1.943117380142211914e-02
2.004784345626831055e-02,2.256788546219468117e-02,1.941287517547607422e-02
2.010758221149444580e-02,2.247494552284479141e-02,1.939070224761962891e-02
2.016727626323699951e-02,2.239225665107369423e-02,1.936501264572143555e-02
2.022717148065567017e-02,2.230898011475801468e-02,1.933735609054565430e-02
2.028122544288635254e-02,2.224794123321771622e-02,1.930838823318481445e-02
2.033448219299316406e-02,2.219079481437802315e-02,1.928234100341796875e-02
2.038519829511642456e-02,2.213768009096384048e-02,1.925951242446899414e-02
2.043444663286209106e-02,2.208909718319773674e-02,1.923972368240356445e-02
2.048004418611526489e-02,2.201813133433461189e-02,1.923483610153198242e-02
2.052514255046844482e-02,2.196633629500865936e-02,1.922678947448730469e-02
2.056375890970230103e-02,2.191726630553603172e-02,1.921665668487548828e-02
2.061798423528671265e-02,2.186269545927643776e-02,1.920968294143676758e-02
2.065156400203704834e-02,2.180778561159968376e-02,1.921439170837402344e-02
2.068330347537994385e-02,2.174198580905795097e-02,1.922762393951416016e-02
2.071598917245864868e-02,2.167583070695400238e-02,1.923906803131103516e-02
2.075389772653579712e-02,2.161209052428603172e-02,1.924204826354980469e-02
2.077458798885345459e-02,2.157341688871383667e-02,1.924633979797363281e-02
2.077949792146682739e-02,2.152893319725990295e-02,1.926559209823608398e-02
2.078779041767120361e-02,2.149565052241086960e-02,1.927745342254638672e-02
2.078402787446975708e-02,2.147145289927721024e-02,1.929318904876708984e-02
2.076571434736251831e-02,2.146118832752108574e-02,1.931154727935791016e-02
2.076286077499389648e-02,2.144982060417532921e-02,1.932924985885620117e-02
2.073574811220169067e-02,2.145588491111993790e-02,1.936054229736328125e-02
2.069163322448730469e-02,2.148332586511969566e-02,1.938301324844360352e-02
2.066445350646972656e-02,2.150756167247891426e-02,1.940560340881347656e-02
2.063350379467010498e-02,2.152856532484292984e-02,1.943862438201904297e-02
2.060061693191528320e-02,2.155488170683383942e-02,1.947051286697387695e-02
2.056966722011566162e-02,2.159459656104445457e-02,1.949232816696166992e-02
2.053997665643692017e-02,2.161860046908259392e-02,1.952689886093139648e-02
2.051056176424026489e-02,2.164956554770469666e-02,1.955270767211914062e-02
2.049133926630020142e-02,2.165723219513893127e-02,1.959353685379028320e-02
2.047540247440338135e-02,2.165183797478675842e-02,1.963615417480468750e-02
2.046868205070495605e-02,2.164073614403605461e-02,1.967394351959228516e-02
2.046722918748855591e-02,2.161108609288930893e-02,1.971703767776489258e-02
2.047490328550338745e-02,2.159178117290139198e-02,1.975131034851074219e-02
2.048844844102859497e-02,2.152102906256914139e-02,1.980394124984741211e-02
2.050227671861648560e-02,2.145305695012211800e-02,1.986706256866455078e-02
2.051967382431030273e-02,2.138695353642106056e-02,1.991313695907592773e-02
2.053911983966827393e-02,2.130148373544216156e-02,1.997399330139160156e-02
2.057043462991714478e-02,2.121064439415931702e-02,2.002763748168945312e-02
2.058970928192138672e-02,2.112977718934416771e-02,2.007794380187988281e-02
2.060654759407043457e-02,2.104774350300431252e-02,2.012896537780761719e-02
2.062054723501205444e-02,2.095852466300129890e-02,2.019000053405761719e-02
2.064184099435806274e-02,2.088724961504340172e-02,2.022570371627807617e-02
2.064943313598632812e-02,2.082468103617429733e-02,2.026575803756713867e-02
2.065203338861465454e-02,2.077584248036146164e-02,2.029782533645629883e-02
2.065175771713256836e-02,2.074103523045778275e-02,2.031838893890380859e-02
2.064412832260131836e-02,2.072254288941621780e-02,2.033013105392456055e-02
2.063432335853576660e-02,2.072281436994671822e-02,2.033132314682006836e-02
2.064075320959091187e-02,2.072836738079786301e-02,2.031987905502319336e-02
2.062843739986419678e-02,2.074539288878440857e-02,2.030801773071289062e-02
2.061687409877777100e-02,2.080640289932489395e-02,2.026426792144775391e-02
2.059623599052429199e-02,2.087826514616608620e-02,2.021354436874389648e-02
2.057102322578430176e-02,2.095183590427041054e-02,2.016419172286987305e-02
2.055495232343673706e-02,2.104158885776996613e-02,2.009522914886474609e-02
2.052904665470123291e-02,2.113470854237675667e-02,2.004176378250122070e-02
2.049201726913452148e-02,2.123944601044058800e-02,1.997417211532592773e-02
2.044939249753952026e-02,2.136124623939394951e-02,1.989990472793579102e-02
2.039896696805953979e-02,2.144702058285474777e-02,1.984983682632446289e-02
2.034811675548553467e-02,2.152979001402854919e-02,1.981133222579956055e-02
2.029648423194885254e-02,2.159641869366168976e-02,1.978033781051635742e-02
2.024785429239273071e-02,2.165755117312073708e-02,1.975810527801513672e-02
2.020591497421264648e-02,2.166984835639595985e-02,1.976346969604492188e-02
2.017184346914291382e-02,2.164570940658450127e-02,1.979392766952514648e-02
2.014902234077453613e-02,2.161455107852816582e-02,1.982009410858154297e-02
2.013734728097915649e-02,2.155884960666298866e-02,1.985657215118408203e-02
2.013830095529556274e-02,2.148833964020013809e-02,1.989895105361938477e-02
2.015002071857452393e-02,2.139893034473061562e-02,1.995050907135009766e-02
2.017397433519363403e-02,2.131966175511479378e-02,1.998710632324218750e-02
2.020782977342605591e-02,2.123572584241628647e-02,2.002155780792236328e-02
2.024715393781661987e-02,2.115137455984950066e-02,2.005314826965332031e-02
2.029063552618026733e-02,2.108033234253525734e-02,2.006983757019042969e-02
2.033642679452896118e-02,2.102310210466384888e-02,2.007901668548583984e-02
2.038070559501647949e-02,2.099031629040837288e-02,2.007055282592773438e-02
2.041902393102645874e-02,2.096846885979175568e-02,2.005589008331298828e-02
2.044980973005294800e-02,2.095895214006304741e-02,2.003872394561767578e-02
2.047151327133178711e-02,2.096428954973816872e-02,2.001959085464477539e-02
